sentence,label,text_length,word_count,cleaned_text
@anonymized_account @anonymized_account Opętać to nie ale jakby był sygnał albo jakby ktoś odebrał to XDDD,0,106,15,opętać sygnał odebrać xddd
#NAME?,0,6,1,nam
@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account A kto wprwadzil jpk vat i f-ry platne gotowka powyzej 15 ty$ no kto,0,167,19,wprwadzil jpk vat f ry platny gotowka powyzej 15 ty$
"Ale skoro jakiś dzban wymyślił, że nie ma 'wypychania' piłki w bok, to się nie dziwię, że każda kiwka jest kwestionowana.",0,121,21,skoro dzban wymyślić wypychać piłka bok dziwić każdy kiwka kwestionować
"RT @anonymized_account Słyszę, że Pierwsza Milcząca będzie czytała dzieciom Koziołka Matołka...\nA może lepiej poczyta Konstytucję swojemu matoł…",1,145,17,słyszeć pierwszy milcząca czytać dziecko koziołek matołek \na dobrze poczytać konstytucja swój matoł
@anonymized_account Ej macie taką głęboką więź albo coś? Czy to tylko mit,0,73,12,ej mieć taki głęboki więź mit
@anonymized_account @anonymized_account wykupią nazwe i co sie stanie ?,0,71,9,wykupić nazwe stać
W sumie to potrzebuję całego dnia na zimny prysznic,0,51,9,suma potrzebować cały dzień zimny prysznic
@anonymized_account @anonymized_account A roku nie można normalnie napisać ?,0,76,9,normalnie napisać
@anonymized_account @anonymized_account Ale dlaczego głupi @anonymized_account  tłumaczy to jeszcze głupszemu @anonymized_account ?,0,131,12,głupi tłumaczyć głupsz
@anonymized_account @anonymized_account @anonymized_account Względem reszty kraju generalnie jest bardzo słabo. Zdarzają się tylko pojedyncze roczniki.,0,151,15,względem reszta kraj generalnie słabo zdarzać pojedynczy rocznik
Rząd zaostrzy kary za znęcanie się nad zwierzętami. Od 3-5 lat więzienia; obowiązkowa nawiązka do 100 tys zł. Więcej jutro w @anonymized_account,0,144,22,rząd zaostrzyć kara znęcać zwierzętami 3 5 rok więzienie obowiązkowy nawiązka 100 złoty jutro
RT @anonymized_account #CLJu17 📺 Dzisiejszy finał można obejrzeć pod tym linkiem! Naprzód Jaga!\nhttps://t.co/eb3izzbVdz,0,120,13,clju17 📺 dzisiejszy finał obejrzeć link naprzód Jaga!\nhttps://t.co eb3izzbvdz
@anonymized_account @anonymized_account @anonymized_account i bardzo dobrze.Lansiarz.Głosował m.in. przeciwko budowy nowej hali dla Wisły,0,137,13,dobrze.lansiarz.głosować między innymi przeciwko budowa nowy hala wisła
@anonymized_account Największy cham z polityków to Niesiołowski !!! Rudzielcu.,0,78,9,duży chać polityk niesiołowski rudzielec
"@anonymized_account Ale masz fana, nie wiem czy nie trzeba doktora",0,66,10,mieć fać wiedzieć doktor
@anonymized_account @anonymized_account Posłuchałem rady  RAZ. Wyłączyłem TVN. Nagle wszyscy naziści zniknęli. Nigdzie ich nie ma.,0,130,15,posłuchać być rada wyłączyć być tvn nagle nazista zniknąć nigdzie
"@anonymized_account Nie masz alkomatu? Wydaje mi się, ze tak bo masz jeszcze sporo czasu a to piwo chyba nie na za dużo procentów",0,129,23,mieć alkomat wydawać mieć sporo czas piwo chyba procent
"@anonymized_account No nie będzie. Sezon kończy się w momencie, gdy najstarsi mają ukończone 19 lat, a młodsi będą wciąż mieli 18.",0,130,21,sezon kończyć moment najstarsi ukończone 19 rok młodsi wciąż mieć 18
Nie zdałam egzaminu na prawo jazdy ewww,0,39,7,zdać być egzamin prawo jazda ewww
@anonymized_account trzeba więcej chodzić na siłownie tak jak to radziłeś kiedyś Kamińskiemu po bramce Radovicia,0,112,15,chodzić siłowć radzić być kiedyś kamińskiemu bramka radovicie
@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account Bo Gadowski już dawno powinien być zutylizowany.,1,168,13,gadowski dawno zutylizować
@anonymized_account Senegal musiałby zdobyć komplet punktów. Nie róbmy jaj.,0,75,9,senegal musiać by zdobyć komplet punkt róbmyć jaj
"@anonymized_account @anonymized_account Nie są, ale Twoje wyjaśnienie nie ma sensu. Nie anuluje się gola, gdy błąd popełni bramkarz.",0,132,18,wyjaśnienie sens anulować Gola błąd popełnić bramkarz
"@anonymized_account @anonymized_account Nie no, nie rób sobie jaj. Piłka nie leci pół minuty, wtedy na podejmowanie decyzji jest za późno. ;)",0,141,21,robić jajo piłka lecieć pół minuta podejmować decyzja późno
@anonymized_account A mam inne wyjście? Mam ale wiesz co to oznacza,0,67,11,wyjście wiedzieć oznaczać
@anonymized_account 13?😁😁😁. To zbyt optymistyczne.A 10 to nie łaska?. 13 to jest teraz..😀😀,0,90,13,13 😁 😁 😁 zbyt optymistyczne.a 10 łaski 13 😀 😀
@anonymized_account Ile was pojechało do Portugalii?,0,52,6,pojechać portugalia
"@anonymized_account @anonymized_account @anonymized_account Oj, jaki ty durny człowieku jesteś.....\nIdź do pracy w TVPis",0,121,13,oj durny człowiek być \nidź praca tvpis
"Wyrachowanie na wysokim poziomie. Trzy punkty, mecz odhaczony. Teraz czas na Portugalię! 😎",0,90,13,wyrachowanie wysoki poziom trzy punkt mecz odhaczony czas portugalia 😎
"@anonymized_account @anonymized_account Nie twórz też parków, boisk, placów zabaw, itp., bo to za pieniądze ludzi 😉",0,115,16,twórz parek boisko plac zabawa i tym podobne pieniądz człowiek 😉
@anonymized_account @anonymized_account tak na pewno mu już składali propozycje mimo że ma ważny kontrakt...,0,108,14,pewno składać propozycja ważny kontrakt
"RT @anonymized_account @anonymized_account STO LAT, ale ty musisz być stara teraz",0,81,11,sto rok musieć stary
@anonymized_account @anonymized_account A co o włoskich faszystach i węgierskich nacjonalistach?,0,96,10,włoski faszyst węgierski nacjonaliste
"Historii. I co? I g.....o!! Wszystko na marne!! W tamtym momencie karty były już rozdane. Chwała młodym,wielkim bohaterom!",0,122,18,historia g marny tamten moment karta rozdać chwała młody wielki bohater
"@anonymized_account @anonymized_account Nie, nie miał za darmo. Oba kupił.",0,74,9,darmo oba kupić
@anonymized_account @anonymized_account  @anonymized_account @anonymized_account  nie ma felietonów i nie wiem przez to co się w lidze dzieje bo już nie oglądam :),0,163,22,felieton wiedzieć liga dziać oglądać
@anonymized_account Wstydze się że  jest Pan w parlamencie,0,58,8,wstydze parlament
@anonymized_account Wszystkiego najlepszego z okazji urodzin!!!!💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀,0,103,6,wszystko dobry okazja urodziny 💐 💐 💐 💐 💐 💐 💐 💐 💐 💐 💐 💐 💐 💐 💐 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🥀 🥀 🥀 🥀 🥀 🥀 🥀 🥀 🥀 🥀 🥀 🥀
@anonymized_account @anonymized_account @anonymized_account A to już jest twoja żałosna nadinterpretacja😁😁😁,0,107,10,żałosny nadinterpretacja 😁 😁 😁
@anonymized_account POLSKOŚĆ TO NIE NORMALNOŚĆ.  PAMIĘTA PAN! PRZECIWNICY TO BOLSZEWICY.  TO BYŁO WCZORAJ!   JEST PAN NIESZCZERY!,0,129,16,polskość normalność pamiętać przeciwnik bolszewik wczoraj nieszczera
"@anonymized_account O ile mnie pamięć nie myli, to nigdy nie byłam chłopcem.",0,76,12,pamięć mylić być być chłopiec
@anonymized_account @anonymized_account Tak PiS ufa swojemu suwerenowi,0,70,7,pis ufaa swój suweren
@anonymized_account Jeszcze 6 krajów miało większy wzost,0,56,7,6 kraj mieć duży wzost
"@anonymized_account U mnie na osiedlu jest taki jeden casanova, wabi się Amor. Żadnej nie przepuści. Waży, ze dwa kilo, tylko o tym nie wie.",0,140,24,osiedel casanova wabić amor żaden przepuścić ważyć kilo
"@anonymized_account wolność, czyżby? A nie dyby kanonów piękna?",0,63,8,wolność czyżby dyby kanon piękny
"@anonymized_account @anonymized_account Dlaczego nie dajecie video, tylko pojedyncze fotki?",0,91,9,dajeta video pojedynczy fotka
@anonymized_account A z portugalczykiem coś wiadomo?,0,52,6,portugalczykiem wiadomo
@anonymized_account To ty może przezut z bytovi? ;-),0,52,8,przezut bytovi
@anonymized_account Byłem pewien że gdzieś widziałem tą ruską mordę,0,67,9,być być pewny widzieć być ten ruski morda
@anonymized_account Mówił ze nie lubi takiej muzyki XD,0,54,8,mówić lubić taki muzyka xd
Nie mam wpływu chuje złamane,0,28,5,wpływ chować złamać
@anonymized_account Robert pokazał klasę zaczął strzelać jak trzeba było strzelić,0,81,10,robert pokazać klasa zacząć strzelać strzelić
"@anonymized_account @anonymized_account W kolumnie z ochrona, jakas wicepremier od niczego, po kiego chuja",0,106,13,kolumna ochrona wicepremier nic kiy chuja
@anonymized_account @anonymized_account @anonymized_account @anonymized_account Sam Boniek kiedyś stwierdził że piro powinno być legalne bo to urok meczu,0,153,17,boniek kiedyś stwierdzić piro legalny urok mecz
@anonymized_account @anonymized_account Za mało znaków można wklepać by wytłumaczyć o co mi chodzi ale myślę że w miarę zrozumiałe,0,130,19,znak wklepać wytłumaczyć chodzić myśleć miara zrozumiały
"@anonymized_account Kiedyś się smiałem, a teraz sam nie wiem, z takimi atutami",0,78,12,kiedyś smiać być wiedzieć taki atut
@anonymized_account No rzeczywiście 24 miliony to bardzo mało.,0,62,8,rzeczywiście 24 milion
"@anonymized_account Widze, że jebie w główkę mocniej i mocniej...",1,65,9,widze jebać główka mocno mocno
@anonymized_account A nie wszystkie wiadomości będą wymagane na egzaminie,0,73,9,wiadomość wymagać egzamin
@anonymized_account Nie powinno być źle o ile się utrzymamy :P,0,62,10,źle utrzymać :p
"@anonymized_account kochana oddam notatki z sylogistyki i jej układów, analogii, dedukcji, indukcji i innych przecudownych rzeczy",0,129,16,kochać oddać notatka sylogistyka układ analogia dedukcja indukcja przecudowny rzecz
"@anonymized_account @anonymized_account @anonymized_account A chuj jak nawet ci od przemyka są na zwolnieniu, a później max emerytura, mafia ruska",0,146,19,chuj przemyk zwolnienie późno max emerytura mafia ruski
"RT @anonymized_account @anonymized_account W końcu ktoś ma te same przypuszczenia! Bo jak się pytam to nikt nie wie kto to, ta Natalka😂😂😂",0,137,22,koniec sam przypuszczenie pytać nikt natalka 😂 😂 😂
@anonymized_account Może razem gdzieś się wybierzemy na ryby😁😁😁,0,63,8,razem wybierzemy ryba 😁 😁 😁
@anonymized_account jak najbardziej im życzyłem zwycięstw w pozostałych meczach głównie ze względu na @anonymized_account którego lubie i szanuje :),0,148,19,bardzo życzyć być zwycięstwo pozostały mecz głównie wzgląd lubie szanować
@anonymized_account skoro jest dno dna to może skupmy się na tych od których coś wymagamy,0,89,15,skoro dno dny skupmy wymagać
"RT @anonymized_account TVP Info pociesza po łomocie w Gdańsku i Krakowie: \""W dużych miastach mieszka tylko 15 proc. Polaków\""",0,126,19,"tvp info pocieszać łomota gdańsk krakowie \""w duży miasto mieszkać 15 procent polaków\"
"Ale sie plątała, wstyd mieć takich doradców, pani Romaszewska zawstydzila sluchaczy Tokfm swoim dyletanctwem @anonymized_account",0,128,15,plątać wstyd mieć doradca romaszewski zawstydzila sluchacz tokfm swój dyletanctwo
@anonymized_account @anonymized_account Pan Jurek zniesie to z godnością. To dzielny człowiek.,0,94,11,Jurek znieść godność dzielny człowiek
@anonymized_account Kurz nie rzuca się w oczy gdy jest wszędzie. #mzf,0,69,11,kurz rzucać oko wszędzie mzf
"@anonymized_account Lzy ogromne, kiedyś usunąłem ciążę, nie mów nikomu",1,70,9,lzy ogromny kiedyś usunąć być ciąża mówić nikt
"@anonymized_account @anonymized_account @anonymized_account @anonymized_account SKOKI i Morzejki zaorały, w sumie 12 mld",0,120,12,skok morzejka zaorać suma 12 miliard
@anonymized_account tak z ciekawości co musi się stać żebyście przestali ciągle pytać o Małeckiego i korupcje ?,0,111,17,ciekawość stać żeby być przestać ciągle pytać małeckiy korupcja
@anonymized_account @anonymized_account Rewiński autorytet😂😂😂🤣🤣🤣. Stary pierdziel pokroju Pietrzaka. Skończyła się komuna i skończyły się festiwale.,0,148,15,rewiński autorytet 😂 😂 😂 🤣 🤣 🤣 stary pierdziel pokrój pietrzak skończyć komunaa skończyć festiwale
"@anonymized_account @anonymized_account @anonymized_account Chciałem skomentować wyliczenia wpływu z transferów. Ale masz rację, mój błąd za który przepraszam :)",0,161,18,chcieć być skomentować wyliczeć wpływ transfer mieć racja błąd przepraszać
"@anonymized_account to fajny myk, żeby się treść @anonymized_account nadawca nie pojawiał kiedy ekran jest zablokowany.",0,119,15,fajny myk treść nadawca pojawiać ekran zablokować
"Błagam nic o zakazie handlu, to tak jak z tym człekiem co patrzy w górę, a za chwilę tłumek",0,91,19,błagać zakaz handel człek patrzeć góra chwila tłumek
"@anonymized_account Widzisz, i to jest różnica między człowiekiem inteligentnym a kimś, komu apaszka odcina dopływ tlenu w do mózgu.",1,132,19,widzieć różnica człowiek inteligentny kto apaszek odcinać dopływ tlen mózg
@anonymized_account @anonymized_account to przynajmniej było czyste 🦀,0,69,7,przynajmniej czysty 🦀
"Dubstep to kompletnie nie moja bajka, ale to jest bajeczne ❤️ \n\nhttps://t.co/UhYvRsjofv",0,89,12,dubstep kompletnie bajka bajeczny ❤ ️ \n\nhttps://t.co uhyvrsjofv
@anonymized_account @anonymized_account Po co? Nawet Rosjanie od tego systemu odeszli.,0,86,10,rosjanin system odejść
@anonymized_account Co za jebana chorągiewka. Zero szacunku dla takich zawodników.,0,82,10,jebać chorągiewka zero szacunek zawodnik
@anonymized_account Między innymi dzięki takim propagandzistom pisowskim jak ty.,1,80,9,inny dzięki taki propagandzist pisowski
@anonymized_account Ty zdrajco von z Polski natychmiast wywalić do Berlina i Putina zakalo Polski,1,97,14,zdrajco von Polska wywalić berlin putinać zakalo polski
@anonymized_account @anonymized_account Zajęliście sobie już kolejkę do psychiatry? Weźcie ze sobą świra Antosia.,0,113,13,zajęć być kolejka psychiatra weźcie świra antosia
@anonymized_account Protestują bo widą w przestrzeni coraz więcej  zjebów takich jak wy,1,87,12,protestować widą przestrzeń zjebów
@anonymized_account Yvonne irytowała ale miała duży wkład w sukcesy.Oby teraz było podobnie :) U Jose się ogarnie :),0,116,18,yvonny irytować mieć duży wkład sukcesy.oby podobnie jose ogarć
1970 - Franz Beckenbauer gra w meczu mimo złamanego obojczyka.\n2017 - Marco Asensio opuszcza mecz z powodu infekcji wywołanej depilacją nóg,0,140,21,1970 franz beckenbauer grać mecz złamany obojczyka.\n2017 marco asensio opuszczać mecz powód infekcja wywołany depilacja noga
"@anonymized_account Choruje sobie :( w co u Ciebie, jak tam na praktykach?",0,74,12,chorować praktyka
Żal bo nigdynic w życiu nie wygrałam,0,36,7,żal nigdynic życie wygreć być
"@anonymized_account @anonymized_account Spoko gość, trzeba czasem posłuchać",0,75,7,spoko gość posłuchać
@anonymized_account a zawsze byli uważani za facetów z charakterem...,0,69,9,uważać facet charakter
"Sabrino, tępa kurwo, miałaś iść do lasu a nie sadu XDDD",1,55,11,sabrino tępa kurwo mieć być iść las sad xddd
"@anonymized_account @anonymized_account @anonymized_account Kurwa znowu, w sumie nie taki problem wiecznie zabierają",0,116,12,kurwa suma problem wiecznie zabierać
"@anonymized_account @anonymized_account Wiem że mam rację, wypad z mojego TT",0,76,10,wiedzieć racja wypadić mój tt
"@anonymized_account Trochę mózgu, troszeczkę, minimalna ilość szarych komórek",1,77,8,trochę mózg troszeczkę minimalny ilość szary komórka
"@anonymized_account Nie grają 50% tego, co w poprzedniej fazie. Tu jest problem.",0,80,12,grać 50 poprzedni faza problem
@anonymized_account @anonymized_account Historia człowieczeństwa to historia mordów ...,0,87,8,historia człowieczeństwo historia mord
"RT @anonymized_account @anonymized_account @anonymized_account Najlepiej się nie odzywajcie, żeby być na dnie trzeba coś znaczyć a Wy ! Pukacie od spodu. Masakra,…",0,163,22,dobrze odzywajć dno znaczyć pukat spód masakra
"Pudło roku już znamy. Wczorajszy finał kobiet U-19, Hiszpania przegrywa 1:2 z Francją, doliczony czas i...\nhttps://t.co/XLptHrcfUj",0,131,16,pudło znać wczorajszy finał kobieta 19 Hiszpania przegrywać 1:2 francja doliczyć czas \nhttps://t.co xlpthrcfuj
"@anonymized_account Bez Fajbusiewicza to nie to samo, ale taki program jest potrzebny w tv, więc fajnie że wraca :)",0,115,19,fajbusiewicz sam program potrzebny tv fajnie wracać
Ciekawe w jaki sposób zdegradują kaprala Bolka. Może na elektryka? Ale on przecie nic nie umi i tylko by szkodził 🤔\n#ustawadegradacyjna,0,136,21,ciekawy zdegradować kapral bolka elektryka przecie umi szkodzić 🤔 \n#ustawadegradacyjny
@anonymized_account Hehehehehe. No po kimś to ma😁😁😍😍😍😍,0,54,7,hehehehehe 😁 😁 😍 😍 😍 😍
"RT @anonymized_account Wstyd mi za to co ja odpierdalałam w wieku 11 lat, pojebana jakaś byłam, chce te czasy wymazać ze swojej pamięci.",0,136,23,wstyd odpierdalać być wiek 11 rok pojebać być być czas wymazać swój pamięć
"@anonymized_account nie znam dokładnej liczby, koło 3,5-4 tysięcy",0,65,8,"znać dokładny liczba koło 3,5 4 tysiąc"
"@anonymized_account tygiel narodowości, mnóstwo narodów z Iranu itp, a idź pan ze swoimi teoriami spiskowymi, trzeba mieć zaorany świat,",0,136,19,tygiel narodowość mnóstwo naród iran i tym podobne iść swój teori spiskowy mieć zaorać świat
"@anonymized_account @anonymized_account @anonymized_account Widzę, że wcześnie wstałeś. Rozumiem, że kolejka do psychiatry nie może przepaść.",1,141,15,widzieć wcześnie wstać być rozumieć kolejka psychiatra przepaść
"@anonymized_account Polsat boi się popka,  nikt nie chce z nim tańczyć",0,70,11,polsat bać popka nikt tańczyć
RT @anonymized_account Ciekawe w jaki sposób zdegradują kaprala Bolka. Może na elektryka? Ale on przecie nic nie umi i tylko by szkodził 🤔\n#ustawade…,0,150,23,ciekawy zdegradować kapral bolka elektryka przecie umi szkodzić 🤔 \n#ustawade
"@anonymized_account To nie matematyczne wyliczenia, tylko kwestia podkreślenia, ze ŁKS w meczach z SMS czy Progresem byłby zupełnie bez szans.",0,142,20,matematyczny wyliczenie kwestia podkreślenie łks mecz sms progres być by zupełnie szansa
"@anonymized_account Ktoś musi pilnować, kiedy jestem w pracy 😎",0,62,9,pilnować praca 😎
@anonymized_account nic już nie będzie takie samo.,0,50,7,sam
"@anonymized_account Bilony z vat, biliony z pit, tak tylko piśdzielstwo drenuje",0,79,11,bilon vat biliony pita piśdzielstwo drenować
"Wczoraj dostaliśmy z NFZ pompę insulinowa cena 12800, pierwszy pompa była od WOŚP, nie było refundacja w 2007r  kosztowała 12000 tyś",0,132,21,wczoraj dostać być nfz pompa insulinowy cena 12800 pierwszy pompa wośp refundacja 2007r kosztować 12000 tyś
@anonymized_account Nadalbys się do Romy 😜,0,42,6,nadalbys rom 😜
@anonymized_account @anonymized_account @anonymized_account Tym bardziej ze zainwestował swoje pieniądze nie Wisły w ten interes i nikt gwarancji niedawal mu ze je odzyska,0,171,22,zainwestować pieniądz wisła interes nikt gwarancja niedawal odzyski
@anonymized_account @anonymized_account Kto będzie obecny na tej konferencji?,0,77,8,obecny konferencja
@anonymized_account Szczerze? Kto tam umie te coś więcej poza Mane?,0,67,10,szczerze umieć mać
"@anonymized_account @anonymized_account Niepokoi mnie, że jeszcze nie przedłużyli z nim kontraktu.",0,98,11,niepokoić przedłużyć kontrakt
Czytam to co pisze  TomaszSiemoniak i oczom nie wierzę. Mam tylko jedno określenie debil. Skończony debil.,1,106,16,czytać pisać tomaszsiemoniak oko wierzyć określenie debil skończć debil
@anonymized_account To jakaś nowa teoria spiskowa?😁😁😁😁😁,0,55,6,nowy teoria spiskowy 😁 😁 😁 😁 😁
Moja miłość do Ciebie wciąż płonie jak Missisipi w ogniu 🔥🔥🔥,0,60,11,miłość wciąż płonąć missisipi ogień 🔥 🔥 🔥
@anonymized_account @anonymized_account W Holandii była taka sytuacja.,0,70,7,holandia sytuacja
@anonymized_account A może powinni pogłębić wiedzę historyczną?,0,63,7,pogłębić wiedza historyczny
@anonymized_account @anonymized_account @anonymized_account Plują nam w twarz a nasze władze z uśmiechem tego słuchają.,0,119,14,plywać twarz władza uśmiech słuchać
@anonymized_account chyba że mówiàc żelazna ręka masz na myśli takie sceny jak na filmiku co widziałem u Ciebie na fb co sobie z liścia dawali :),0,145,26,chyba mówiàc żelazny ręka mieć myśl scen filmik widzieć być fb liść dawać
"@anonymized_account @anonymized_account @anonymized_account Jak wygrywaliście to była gadka, że zdobywacie 1,5 pkt.",0,115,12,"wygrywaliść gadka zdobywać 1,5 punkt"
@anonymized_account I jak Ci wyszło z tym biletem?,0,50,8,wyjść bilet
RT @anonymized_account Warto było palić w piecu śmieciami i jeździć kopcącym dieslem dla dwudziestostopniowej temperatury w listopadzie.,0,136,17,warto palić piec śmiecia jeździć kopcącym diesl dwudziestostopniowy temperatura listopad
"@anonymized_account @anonymized_account Jest Pan demagogiem, który nie wie o czym pisze. Nie mam czasu na dyskusję z ignorantami. Żegnam.",0,137,19,demagog co pisać czas dyskusja ignorant żegnam
RT @anonymized_account @anonymized_account KTO NASTĘPNY ?BO CHYBA TO NIE KONIEC W TLE SĄ INNE NAZWISKA,0,102,15,następny chyba koniec tło nazwisko
"@anonymized_account Szczerze mówiąc, jak teraz patrzę na kadrę Wolves, to wydawało mi się, że są mocniejsi po tych wszystkich transferach.",0,138,20,szczerze mówić patrzyć kadra wolves wydawać mocniejsi transfer
@anonymized_account @anonymized_account @anonymized_account Zgadzam się. Dlatego byłem za obnizeniem wieku CLJ.,0,111,11,zgadzać być być obnizć wiek clj
"@anonymized_account ale przecież był przepis o \""graczu miejscowym\"" a Musina grała w rep Rosji wiec nie może grać jako polka",0,125,20,"przepis \""gracz miejscowym\a musina grać rep rosja wiec grać polka"
@anonymized_account Mi się strasznie końcówki rozdwajają i już miałam ogromne siano,0,83,11,strasznie końcówka rozdwajać mieć być ogromny siać
Mustang się zderzył z tramwajem w Bydgoszczy??,0,46,7,mustang zderzyć tramwaj bydgoszcz
RT @anonymized_account 1970 - Franz Beckenbauer gra w meczu mimo złamanego obojczyka.\n2017 - Marco Asensio opuszcza mecz z powodu infekcji wywoł…,0,146,21,1970 franz beckenbauer grać mecz złamany obojczyka.\n2017 marco asensio opuszczać mecz powód infekcja wywoł
@anonymized_account Bo jest Głowacki to teraz czas na obrońców,0,62,9,głowacki czas obrońca
"@anonymized_account Czarneckiego i Legutko, wybitni polscy żołnierze",0,68,7,czarneckiy legutko wybitny polski żołnierz
@anonymized_account koleś tyle bramek strzela w klubie ktory słynie z super juniorów i zgadza się przejść do rezerw Legii ? Fajne masz info,0,139,23,koleś tyle bramka strzelać klub słynie super junior zgadzać przejść rezerwa legia fajny mieć info
"@anonymized_account A to ja nie wiem, mam ios i tam chyba nigdy nie było dymków",0,79,15,wiedzieć ios chyba dymek
@anonymized_account @anonymized_account Właśnie!😀😁😁Trójząb byłby w sam raz!😀😀😀😀,0,79,7,właśnie! 😀 😁 😁 trójząb być by 😀 😀 😀 😀
@anonymized_account @anonymized_account A ludzie ze SKOK  38 mln Polactwa  5 mld,0,80,11,człowiek skok 38 milion polactwo 5 miliard
"@anonymized_account A Belgia co zrobiła? :) Rozbiła leszczy, wygrała mecz rezerw z Anglią, wymęczyła z Japonią i wygrała na dużym farcie z Brazylią :)",0,150,24,belgia zrobić rozbić leszcz wygrać mecz rezerwa angliąo wymęczyć japonia wygrać duży fart brazylią
@anonymized_account Juz myślałem ze w Białymstoku ludzie wariuja ;-),0,68,9,myśleć być białymstoku człowiek wariujać
"@anonymized_account No kurwa nie pierdol, tvp ma inne zdanie",0,60,9,kurwa pierdol tvp zdanie
"Co za człowiek, ma te lepsze geny, nie zdradzieckie",0,51,9,człowiek dobry gen zdradziecki
@anonymized_account @anonymized_account A więc jest Pan @anonymized_account bo 15 min temu powiedziałam mu to samo. #Zdemaskowany,0,129,16,15 minuta powiedzieć być sam zdemaskować
@anonymized_account W tym kilka mówiących prawdę?,0,49,6,mówiący prawda
@anonymized_account 2/2 tym bardziej że Legia i tak bedzie musiala zapłacić ekwiwalent za wyszkolenie coś koło 100 tys,0,118,18,2/2 legia musiaiel zapłacić ekwiwalent wyszkolić koło 100
"Nie ma takiego bólu pacjenta, ktorego jego lekarz by nie wytrzymał. \n#SobotaNaSORze :-)",0,88,13,taki ból pacjent lekarz wytrzymać \n#sobotanasorz
"@anonymized_account @anonymized_account @anonymized_account @anonymized_account Można się odczulić, recepta za darmo, ockniesz sie jak z matrixa",0,144,15,odczulić recepta darmo ockniesz matrixa
Zapraszam do śledzenia @anonymized_account - oficjalnego konta 100 lecia odzyskania Niepodległości.,0,99,11,zapraszać śledzić oficjalny konto 100 lecia odzyskać niepodległość
"@anonymized_account Raczej nie, ale zobaczymy jeszcze.",0,54,6,raczej zobaczyć
@anonymized_account @anonymized_account Przepisujemy. Jesteśmy już przy n.,0,74,7,przepisujemy być n
@anonymized_account @anonymized_account celny snajperski strzał w lewacką hołotę,1,80,8,celny snajperski strzał lewacki hołota
@anonymized_account Właśnie już postanowiłam takie zamówić dla Dziadka 😎,0,72,9,postanowić być zamówić dziadek 😎
@anonymized_account Myślałem ze furman Cie woził dorozka po Zakopanem i dlatego taka zawiść ;-),0,95,14,myśleć być furman wozić dorozka zakopane zawiść
@anonymized_account jeszcze nie mam planu wykonania ;-),0,55,7,plan wykonać
@anonymized_account @anonymized_account Siły to może ale spora część tych silnych ma problemy z inteligencją,0,108,14,siła spory część silny problem inteligencja
"@anonymized_account @anonymized_account 500+ bardzo dobry program, szkoda że nie z  pisdzielskiej kasy",1,102,12,500 + dobry program szkoda pisdzielski kasa
"@anonymized_account Jakby był taki VAR, jak na Mundialu, to wszystko byłoby w granicach :D",0,90,14,var mundial być by granica d
@anonymized_account Ta ale z hasztagiem dałam,0,45,6,hasztag dać być
RT @anonymized_account @anonymized_account wszystkiego najlepszego❣ spełnienia najskrytszych marzeń 🎂🎁🎈🎉,0,104,9,wszystko dobry ❣ spełnić skryty marzenie 🎂 🎁 🎈 🎉
@anonymized_account To są jakieś matoły nieznające historii,0,59,7,jakiś matoł nieznające historia
"@anonymized_account @anonymized_account Teraz traktory pracują, nie obrażaj rolników i koni pociągowych, też są piękne",0,118,14,traktora pracować obrażaj rolnik koń pociągowy piękny
RT @anonymized_account O kurwa faktycznie. Kamil Ślimak to wspak Kamil Ślimak,0,77,11,kurwa faktycznie Kamil ślimak wspak Kamil ślimak
@anonymized_account @anonymized_account @anonymized_account York czy Leszek Miller? :),0,86,8,york Leszek miller
"Segregacja śmieci, mimo że nikt nie segreguje, w życiu paluszka (baterii) do smietnika, tak mam",0,95,15,segregacja śmieć nikt segregować życie paluszek bateria smietnik
A może kupiłabym sobie kalendarz??,0,34,5,kupiłabym kalendarz
RT @anonymized_account Ale przecież #Polexit jest dobry. Założycie koszulki z orłem i będziecie żryć ziemniaki i wungiel 😇,0,122,18,polexit dobry założycie koszulka orło być żryć ziemniak wungiel 😇
WSZYSTKO MNIE WKURWIA BEZ KIJA NIE PODCHODŹCIE DSGfjf,0,53,8,wkurwiać kij podchodźć dsgfjf
@anonymized_account @anonymized_account @anonymized_account @anonymized_account I co że byli tumanie. Zrobili.sobie wyłącznie chwilowy lans.,1,140,13,tumanie zrobili.sobie wyłącznie chwilowy lans
PZPR - Płatni Zdrajcy i Pachołki Rosji ! #woronicza17,1,53,9,pzpr płatni zdrajc pachołka rosja woronicza17
@anonymized_account @anonymized_account Ssą wszystkimi otworami z krwi biało czerwonej,0,86,9,ssą wszystek otwor krew biało czerwony
@anonymized_account @anonymized_account ciekawe jaki teraz prezentuje poziom sportowy,0,85,8,ciekawy prezentować poziom sportowy
